state,tmax,tmin,tmed,date
PA,33.37,23.43,27.48,20210909
PB,32.21,19.49,24.98,20210909
PE,31.95,19.84,25.2,20210909
PI,37.59,22.14,28.87,20210909
PR,21.77,15.26,17.86,20210909
RJ,31.38,18.94,23.45,20210909
RN,33.4,21.19,26.56,20210909
RO,29.68,23.76,26.48,20210909
RR,33.41,23.3,26.8,20210909
RS,17.93,11.1,14.97,20210909
SC,21.09,13.06,16.51,20210909
SE,29.98,20.87,24.91,20210909
SP,28.81,19.75,24.59,20210909
TO,37.37,20.62,28.05,20210909
AC,26.98,21.44,24.91,20210910
AL,30.04,19.79,24.97,20210910
AM,31.99,22.52,26.06,20210910
AP,35.67,22.99,28.46,20210910
BA,33.9,17.38,25.31,20210910
CE,35.02,21.49,27.57,20210910
DF,33.83,16.47,25.27,20210910
ES,29.66,20.66,23.95,20210910
GO,35.18,20.0,26.83,20210910
MA,35.76,22.51,28.33,20210910
MG,33.44,17.83,25.04,20210910
MS,27.15,16.01,20.29,20210910
MT,34.09,20.39,25.34,20210910
PA,34.21,23.0,27.33,20210910
PB,32.54,19.62,25.01,20210910
PE,32.65,19.23,25.61,20210910
PI,38.1,21.88,29.59,20210910
PR,23.85,10.23,16.3,20210910
RJ,28.22,20.19,23.3,20210910
RN,33.31,21.28,26.53,20210910
RO,31.25,20.81,24.65,20210910
RR,32.55,23.21,27.49,20210910
RS,17.29,10.73,13.36,20210910
SC,20.65,8.88,13.94,20210910
SE,30.27,20.22,24.88,20210910
SP,26.64,17.76,21.41,20210910
TO,37.68,21.13,28.88,20210910
AC,30.82,18.16,22.76,20210911
AL,29.94,20.36,25.05,20210911
AM,33.02,22.58,26.2,20210911
AP,34.8,22.73,28.43,20210911
BA,33.73,18.54,25.57,20210911
CE,35.43,22.3,27.92,20210911
DF,34.25,16.42,24.62,20210911
ES,31.37,20.27,25.08,20210911
GO,36.69,19.7,27.24,20210911
MA,35.7,22.96,28.56,20210911
MG,33.28,18.39,25.13,20210911
MS,32.95,17.12,23.16,20210911
MT,36.4,21.14,27.53,20210911
PA,34.5,23.14,27.64,20210911
PB,32.22,20.24,25.1,20210911
PE,32.41,19.75,25.73,20210911
PI,37.94,22.83,29.89,20210911
PR,23.75,12.03,16.8,20210911
RJ,26.07,20.2,22.76,20210911
RN,33.33,21.9,26.81,20210911
RO,32.61,21.51,25.67,20210911
RR,33.75,23.37,27.49,20210911
RS,21.31,10.53,14.7,20210911
SC,22.32,8.41,14.04,20210911
SE,30.39,21.12,25.21,20210911
SP,28.34,16.68,21.68,20210911
TO,37.76,22.21,29.23,20210911
AC,34.29,20.22,25.79,20210912
AL,29.65,21.81,25.55,20210912
AM,33.37,22.24,26.15,20210912
AP,35.51,21.85,28.47,20210912
BA,32.9,19.29,25.74,20210912
CE,34.92,22.03,27.86,20210912
DF,33.36,18.82,25.61,20210912
ES,30.39,21.02,24.35,20210912
GO,37.18,20.44,27.96,20210912
MA,34.6,23.91,28.82,20210912
MG,33.64,18.61,25.19,20210912
MS,37.74,20.97,27.46,20210912
MT,37.06,21.93,28.22,20210912
PA,34.13,23.08,27.51,20210912
PB,31.5,20.13,25.32,20210912
PE,31.36,20.72,25.89,20210912
PI,37.44,22.42,29.89,20210912
PR,31.19,15.23,22.1,20210912
RJ,28.96,18.82,22.57,20210912
RN,32.7,21.98,26.68,20210912
RO,34.72,20.73,26.09,20210912
RR,33.93,23.35,27.66,20210912
RS,28.01,12.09,17.44,20210912
SC,26.84,12.6,17.81,20210912
SE,29.78,22.42,25.8,20210912
SP,34.2,17.05,23.9,20210912
TO,37.08,22.82,29.29,20210912
AC,35.26,20.88,26.82,20210913
AL,28.18,22.46,25.21,20210913
AM,34.76,22.16,26.82,20210913
AP,34.91,23.24,28.94,20210913
BA,32.72,19.1,25.44,20210913
CE,34.82,22.03,28.02,20210913
DF,32.74,18.76,25.74,20210913
ES,31.19,19.65,24.48,20210913
GO,36.27,20.86,28.16,20210913
MA,36.34,22.39,28.59,20210913
MG,34.13,18.79,25.65,20210913
MS,37.17,23.98,29.81,20210913
MT,36.74,22.85,28.8,20210913
PA,34.15,22.83,27.65,20210913
PB,31.64,20.91,25.65,20210913
PE,31.29,21.27,25.65,20210913
PI,37.32,22.06,29.44,20210913
PR,33.23,19.83,25.79,20210913
RJ,31.51,19.75,23.9,20210913
RN,32.63,21.98,26.7,20210913
RO,35.44,21.75,27.85,20210913
RR,34.38,23.72,28.21,20210913
RS,26.24,18.29,21.85,20210913
SC,27.86,17.21,21.4,20210913
SE,30.13,22.41,25.49,20210913
SP,35.53,20.44,26.98,20210913
TO,37.01,22.38,29.13,20210913
AC,35.89,22.77,28.28,20210914
AL,28.31,21.52,24.7,20210914
AM,34.83,22.36,26.96,20210914
AP,34.95,22.62,28.59,20210914
BA,33.19,18.83,25.25,20210914
CE,35.46,23.0,28.21,20210914
DF,33.33,16.23,24.74,20210914
ES,32.34,20.39,24.94,20210914
GO,36.24,19.77,27.54,20210914
MA,35.64,23.21,29.0,20210914
MG,34.57,18.85,25.93,20210914
MS,36.9,23.65,29.63,20210914
MT,36.43,22.91,28.81,20210914
PA,34.4,22.91,27.54,20210914
PB,32.34,21.33,25.91,20210914
PE,31.08,21.33,25.46,20210914
PI,37.62,22.79,29.78,20210914
PR,27.64,20.21,22.69,20210914
RJ,35.22,19.94,25.56,20210914
RN,33.27,22.11,27.02,20210914
RO,36.03,22.24,27.93,20210914
RR,34.04,23.6,27.57,20210914
RS,21.12,16.07,18.48,20210914
SC,23.46,15.88,19.59,20210914
SE,28.74,21.84,24.99,20210914
SP,34.47,20.84,27.33,20210914
TO,37.54,21.71,28.79,20210914
AC,35.31,22.56,28.37,20210915
AL,30.07,21.68,24.97,20210915
AM,34.93,22.6,27.28,20210915
AP,33.9,23.1,28.54,20210915
BA,34.04,18.39,25.57,20210915
CE,35.19,23.39,28.54,20210915
DF,34.22,16.64,24.85,20210915
ES,32.36,19.87,25.29,20210915
GO,37.26,20.28,27.62,20210915
MA,35.05,23.22,28.25,20210915
MG,35.04,18.44,26.13,20210915
MS,33.14,21.22,26.11,20210915
MT,35.6,22.72,27.36,20210915
PA,34.2,22.94,27.3,20210915
PB,32.05,21.42,25.93,20210915
PE,32.19,20.96,25.62,20210915
PI,37.83,22.98,29.98,20210915
PR,25.03,16.74,19.97,20210915
RJ,32.14,19.46,25.22,20210915
RN,31.57,22.76,26.77,20210915
RO,33.85,23.07,27.06,20210915
RR,34.09,22.27,26.85,20210915
RS,19.04,8.19,13.8,20210915
SC,19.69,13.94,16.38,20210915
SE,30.37,21.57,25.06,20210915
SP,29.75,20.07,24.07,20210915
TO,37.62,21.72,28.75,20210915
AC,30.69,23.74,26.26,20210916
AL,30.09,21.52,25.48,20210916
AM,33.58,22.84,27.02,20210916
AP,36.17,23.45,28.93,20210916
BA,33.14,18.75,25.85,20210916
CE,35.1,23.43,28.46,20210916
DF,33.64,18.66,26.38,20210916
ES,29.0,21.24,24.88,20210916
GO,37.36,20.8,27.94,20210916
MA,35.85,22.55,28.04,20210916
MG,32.89,19.23,26.01,20210916
MS,34.06,20.48,26.07,20210916
MT,36.78,21.68,27.86,20210916
PA,34.62,22.83,27.51,20210916
PB,32.35,20.62,25.75,20210916
PE,31.88,20.63,25.91,20210916
PI,37.36,22.7,29.48,20210916
PR,22.22,15.86,18.42,20210916
RJ,25.0,20.53,22.78,20210916
RN,32.67,22.62,26.86,20210916
RO,34.33,20.58,25.69,20210916
RR,33.99,23.57,27.88,20210916
RS,20.35,8.24,13.53,20210916
SC,16.07,12.01,13.87,20210916
SE,30.44,22.17,25.99,20210916
SP,28.21,18.58,22.59,20210916
TO,37.27,22.57,29.29,20210916
AC,33.12,21.55,25.58,20210917
AL,28.43,21.41,24.98,20210917
AM,32.36,22.1,25.91,20210917
AP,34.67,23.29,28.11,20210917
BA,32.16,19.09,25.15,20210917
CE,35.02,22.9,28.0,20210917
DF,30.38,19.33,24.85,20210917
ES,27.63,20.52,24.05,20210917
GO,35.31,20.73,27.87,20210917
MA,35.57,22.52,28.06,20210917
MG,30.84,18.99,24.65,20210917
MS,36.99,20.75,27.22,20210917
MT,36.34,21.46,26.86,20210917
PA,33.96,22.37,26.78,20210917
PB,32.69,21.33,26.01,20210917
PE,31.59,20.96,25.72,20210917
PI,36.87,23.27,29.22,20210917
PR,25.14,14.85,19.13,20210917
RJ,24.22,19.3,21.47,20210917
RN,33.62,22.5,27.44,20210917
RO,33.99,21.65,26.67,20210917
RR,33.1,23.47,27.19,20210917
RS,17.61,10.86,14.08,20210917
SC,16.04,11.74,13.15,20210917
SE,29.14,21.9,25.27,20210917
SP,30.92,17.4,22.73,20210917
TO,37.33,21.26,28.78,20210917
AC,35.07,22.16,28.1,20210918
AL,28.43,20.33,24.29,20210918
AM,33.1,22.39,26.26,20210918
AP,34.84,23.91,28.72,20210918
BA,32.2,16.86,24.27,20210918
CE,34.56,22.88,27.84,20210918
DF,31.47,16.05,23.14,20210918
ES,29.65,17.37,22.11,20210918
GO,35.95,18.43,27.11,20210918
MA,35.89,22.27,28.28,20210918
MG,32.82,16.45,23.71,20210918
MS,38.86,22.74,29.88,20210918
MT,36.95,21.51,28.24,20210918
PA,34.18,22.71,27.61,20210918
PB,31.83,21.49,25.53,20210918
PE,30.61,20.17,24.69,20210918
PI,36.8,21.92,29.06,20210918
PR,31.16,16.45,22.73,20210918
RJ,30.26,18.12,22.59,20210918
RN,33.03,22.74,27.33,20210918
RO,34.95,21.4,26.5,20210918
RR,31.7,22.78,25.49,20210918
RS,24.5,13.0,16.81,20210918
SC,24.56,13.05,16.77,20210918
SE,27.98,20.93,24.35,20210918
SP,34.4,18.16,24.98,20210918
TO,37.51,21.12,28.77,20210918
AC,35.94,22.99,28.75,20210919
AL,30.36,20.21,24.96,20210919
AM,33.72,22.02,26.75,20210919
AP,34.6,24.39,28.62,20210919
BA,34.13,16.94,24.79,20210919
CE,35.53,22.36,28.23,20210919
DF,34.31,14.72,24.5,20210919
ES,31.34,18.54,24.35,20210919
GO,37.48,17.97,27.22,20210919
MA,36.04,22.38,28.41,20210919
MG,35.44,16.77,25.19,20210919
MS,40.07,23.27,30.92,20210919
MT,37.67,21.49,28.73,20210919
PA,33.83,22.91,27.51,20210919
PB,32.51,19.97,25.99,20210919
PE,32.57,19.64,25.5,20210919
PI,37.8,21.55,29.34,20210919
PR,33.6,19.95,25.83,20210919
RJ,28.88,18.55,23.04,20210919
RN,33.36,21.97,27.23,20210919
RO,34.8,21.02,26.72,20210919
RR,29.92,22.49,25.4,20210919
RS,26.37,16.32,20.0,20210919
SC,26.56,16.86,20.5,20210919
SE,30.67,20.17,24.73,20210919
SP,35.55,19.55,26.68,20210919
TO,38.4,20.67,28.8,20210919
AC,36.67,22.41,28.56,20210920
AL,30.11,20.67,25.23,20210920
AM,35.07,22.9,27.39,20210920
AP,34.3,23.18,27.83,20210920
BA,33.84,17.66,25.43,20210920
CE,35.11,22.24,28.25,20210920
DF,34.64,16.4,26.14,20210920
ES,28.34,21.0,24.45,20210920
GO,38.36,18.61,28.02,20210920
MA,36.21,22.7,28.69,20210920
MG,33.83,19.69,26.53,20210920
MS,40.84,22.05,31.06,20210920
MT,38.37,20.92,28.43,20210920
PA,34.63,22.82,27.68,20210920
PB,32.74,20.26,26.0,20210920
PE,32.47,19.97,26.53,20210920
PI,38.43,21.69,29.6,20210920
PR,34.82,20.42,26.65,20210920
RJ,29.16,20.77,23.77,20210920
RN,33.24,21.79,27.26,20210920
RO,36.67,21.78,28.33,20210920
RR,32.88,22.61,25.68,20210920
RS,27.49,19.34,22.48,20210920
SC,28.54,18.14,21.64,20210920
SE,30.35,21.32,25.35,20210920
SP,37.31,20.63,27.84,20210920
TO,39.01,20.45,28.74,20210920
AC,35.73,22.83,28.34,20210921
AL,30.48,20.17,25.02,20210921
AM,34.99,23.55,27.87,20210921
AP,35.56,23.14,28.1,20210921
BA,34.98,18.28,25.93,20210921
CE,35.15,22.91,28.15,20210921
DF,35.81,18.55,26.93,20210921
ES,34.29,19.6,24.81,20210921
GO,38.98,20.24,29.09,20210921
MA,36.08,23.13,28.7,20210921
MG,36.68,19.13,26.81,20210921
MS,38.34,22.37,30.28,20210921
MT,38.56,21.13,29.03,20210921
PA,34.36,23.27,27.67,20210921
PB,33.17,20.71,25.75,20210921
PE,33.09,20.11,25.95,20210921
PI,38.25,22.22,29.69,20210921
PR,30.61,20.71,24.82,20210921
RJ,34.8,20.05,25.34,20210921
RN,33.49,21.79,26.96,20210921
RO,36.19,23.21,28.87,20210921
RR,33.61,23.37,26.79,20210921
RS,21.3,13.74,17.97,20210921
SC,22.79,16.8,19.95,20210921
SE,30.66,20.53,25.3,20210921
SP,37.45,21.34,28.87,20210921
TO,38.16,22.28,29.63,20210921
AC,31.19,22.4,25.21,20210922
AL,33.09,20.91,26.18,20210922
AM,32.92,23.48,26.89,20210922
AP,35.8,23.98,29.13,20210922
BA,37.05,18.61,27.17,20210922
CE,35.41,22.96,28.09,20210922
DF,36.13,20.21,27.32,20210922
ES,25.27,20.3,23.4,20210922
GO,37.75,21.53,28.53,20210922
MA,36.08,22.67,28.8,20210922
MG,32.51,19.5,26.31,20210922
MS,34.05,20.16,26.33,20210922
MT,36.71,21.88,28.81,20210922
PA,34.87,23.21,28.18,20210922
PB,34.23,20.8,26.29,20210922
PE,35.93,20.69,27.18,20210922
PI,39.0,21.25,29.57,20210922
PR,23.96,14.36,18.77,20210922
RJ,23.0,17.71,21.06,20210922
RN,33.54,21.9,26.91,20210922
RO,35.01,22.82,27.97,20210922
RR,34.2,23.88,27.04,20210922
RS,21.06,8.71,13.74,20210922
SC,18.52,8.72,13.77,20210922
SE,33.71,20.8,26.32,20210922
SP,25.51,15.97,21.32,20210922
TO,38.76,22.61,29.74,20210922
AC,34.95,21.87,27.22,20210923
AL,31.84,22.92,27.1,20210923
AM,32.67,22.96,27.12,20210923
AP,36.15,22.99,29.03,20210923
BA,31.5,20.47,26.45,20210923
CE,35.16,22.93,28.0,20210923
DF,32.83,20.9,26.42,20210923
ES,24.26,17.12,20.42,20210923
GO,36.47,22.0,28.34,20210923
MA,35.74,23.27,28.61,20210923
MG,29.4,17.19,22.91,20210923
MS,34.75,19.28,26.12,20210923
MT,36.94,22.97,28.8,20210923
PA,35.11,23.29,28.53,20210923
PB,33.42,21.52,27.94,20210923
PE,33.77,22.69,28.1,20210923
PI,37.37,23.18,29.82,20210923
PR,24.41,11.88,17.5,20210923
RJ,23.34,13.69,19.19,20210923
RN,33.97,22.59,28.25,20210923
RO,33.99,23.02,27.92,20210923
RR,32.98,23.26,26.82,20210923
RS,19.34,12.04,15.77,20210923
SC,19.17,10.87,14.74,20210923
SE,30.29,23.31,26.66,20210923
SP,28.25,13.31,19.51,20210923
TO,36.84,24.5,30.21,20210923
AC,33.44,20.81,25.68,20210924
AL,27.98,22.33,25.95,20210924
AM,31.68,22.14,25.6,20210924
AP,37.1,22.09,29.08,20210924
BA,30.11,19.7,24.72,20210924
CE,34.1,23.56,28.21,20210924
DF,32.9,20.04,25.89,20210924
ES,25.65,16.39,20.14,20210924
GO,34.76,20.65,26.93,20210924
MA,34.74,23.56,28.21,20210924
MG,30.66,16.49,22.67,20210924
MS,35.03,20.43,27.29,20210924
MT,31.71,22.05,28.04,20210924
PA,32.85,23.56,27.27,20210924
PB,31.09,22.23,27.33,20210924
PE,30.78,21.72,26.38,20210924
PI,35.76,24.36,29.62,20210924
PR,27.47,13.54,19.49,20210924
RJ,25.68,13.7,19.24,20210924
RN,32.76,23.04,28.16,20210924
RO,28.84,21.33,25.74,20210924
RR,32.7,23.19,26.87,20210924
RS,20.81,11.97,15.93,20210924
SC,20.84,12.55,15.99,20210924
SE,26.29,21.65,24.26,20210924
SP,31.72,14.21,21.56,20210924
TO,33.67,21.95,26.69,20210924
AC,32.59,21.58,25.61,20210925
AL,28.23,21.63,24.82,20210925
AM,32.85,21.68,25.6,20210925
AP,36.97,23.66,29.66,20210925
BA,30.72,19.27,24.51,20210925
CE,34.15,22.98,27.96,20210925
DF,29.02,18.79,22.71,20210925
ES,26.37,16.22,21.26,20210925
GO,34.05,20.44,26.61,20210925
MA,35.05,22.98,28.14,20210925
MG,30.3,17.78,23.32,20210925
MS,36.24,21.32,28.01,20210925
MT,35.53,21.59,27.18,20210925
PA,34.01,22.08,26.9,20210925
PB,31.9,21.04,25.97,20210925
PE,30.72,20.5,24.99,20210925
PI,35.86,23.05,29.04,20210925
PR,28.81,14.98,21.22,20210925
RJ,27.34,15.97,20.56,20210925
RN,33.16,22.83,27.52,20210925
RO,33.68,20.09,25.07,20210925
RR,33.24,22.87,27.0,20210925
RS,22.91,10.78,15.59,20210925
SC,22.89,11.79,15.94,20210925
SE,28.5,21.46,24.31,20210925
SP,31.07,17.06,23.23,20210925
TO,31.72,22.34,26.99,20210925
AC,34.43,21.28,27.17,20210926
AL,29.55,22.05,25.98,20210926
AM,33.29,21.94,26.13,20210926
AP,36.56,23.44,29.71,20210926
BA,32.0,19.61,25.17,20210926
CE,35.27,23.97,28.65,20210926
DF,28.57,17.03,22.68,20210926
ES,28.53,18.11,22.85,20210926
GO,30.53,19.6,25.28,20210926
MA,35.82,23.55,28.45,20210926
MG,31.64,17.97,23.61,20210926
MS,36.9,22.59,29.0,20210926
MT,34.64,22.79,28.31,20210926
PA,33.92,22.48,27.26,20210926
PB,32.44,21.79,27.29,20210926
PE,31.42,21.93,26.27,20210926
PI,36.64,23.29,29.29,20210926
PR,30.92,16.31,22.84,20210926
RJ,28.73,18.07,22.52,20210926
RN,33.14,23.61,28.25,20210926
RO,35.37,21.03,27.26,20210926
RR,33.18,22.25,26.36,20210926
RS,26.35,12.11,17.78,20210926
SC,25.97,14.37,19.4,20210926
SE,29.51,21.73,25.25,20210926
SP,32.27,18.05,24.29,20210926
TO,32.57,22.29,26.55,20210926
AC,36.04,21.57,27.13,20210927
AL,29.36,22.42,25.95,20210927
AM,33.44,22.09,25.69,20210927
AP,36.39,22.65,29.36,20210927
BA,32.93,19.64,25.73,20210927
CE,34.96,23.07,29.11,20210927
DF,31.57,17.74,24.04,20210927
ES,29.75,19.46,24.08,20210927
GO,34.11,18.8,24.98,20210927
MA,35.28,22.89,28.32,20210927
MG,31.97,18.04,24.1,20210927
MS,34.24,20.07,25.8,20210927
MT,32.33,21.06,25.27,20210927
PA,32.86,22.9,26.11,20210927
PB,31.36,21.23,26.09,20210927
PE,31.59,21.22,26.33,20210927
PI,37.41,22.65,29.99,20210927
PR,31.99,17.49,24.13,20210927
RJ,27.17,19.02,22.37,20210927
RN,31.24,21.97,26.98,20210927
RO,33.44,21.94,26.77,20210927
RR,33.9,22.42,26.5,20210927
RS,28.64,14.64,20.19,20210927
SC,27.52,15.78,20.68,20210927
SE,29.54,22.49,25.77,20210927
SP,31.9,17.14,23.3,20210927
TO,34.47,21.29,26.29,20210927
AC,35.98,22.27,27.72,20210928
AL,29.5,22.24,25.57,20210928
AM,33.29,22.4,26.17,20210928
AP,36.9,23.14,29.43,20210928
BA,32.95,20.05,26.16,20210928
CE,35.23,23.13,28.37,20210928
DF,32.4,17.69,24.47,20210928
ES,29.57,21.06,24.67,20210928
GO,34.95,20.32,26.58,20210928
MA,33.17,23.71,27.44,20210928
MG,32.65,19.15,25.05,20210928
MS,37.29,21.68,28.31,20210928
MT,35.16,21.52,26.92,20210928
PA,33.47,22.08,26.42,20210928
PB,32.38,21.47,26.75,20210928
PE,31.69,20.72,25.85,20210928
PI,36.98,24.18,30.19,20210928
PR,32.33,18.42,24.9,20210928
RJ,30.27,20.12,23.81,20210928
RN,32.94,23.29,27.51,20210928
RO,33.51,20.86,25.55,20210928
RR,33.87,22.82,26.58,20210928
RS,22.62,17.17,20.59,20210928
SC,27.2,17.15,21.4,20210928
SE,29.71,22.18,25.45,20210928
SP,34.48,18.26,25.47,20210928
TO,34.67,23.2,28.25,20210928
AC,33.89,22.38,27.17,20210929
AL,27.3,21.66,24.81,20210929
AM,33.61,22.64,26.82,20210929
AP,36.68,23.75,29.63,20210929
BA,33.45,18.99,25.98,20210929
CE,35.54,23.48,28.64,20210929
DF,32.88,20.15,26.73,20210929
ES,32.1,19.92,25.33,20210929
GO,35.67,21.86,28.23,20210929
MA,34.61,22.41,27.47,20210929
MG,33.72,19.88,26.24,20210929
MS,37.83,22.74,29.09,20210929
MT,35.88,21.97,27.72,20210929
PA,33.31,22.03,26.59,20210929
PB,31.84,21.23,26.83,20210929
PE,31.21,20.61,25.67,20210929
PI,36.46,23.29,29.29,20210929
PR,27.27,19.09,22.36,20210929
RJ,30.44,18.71,24.19,20210929
RN,33.06,22.99,27.82,20210929
RO,34.18,22.2,26.91,20210929
RR,33.7,23.07,27.17,20210929
RS,23.05,15.08,17.99,20210929
SC,23.05,15.94,19.57,20210929
SE,29.4,22.08,25.39,20210929
SP,33.53,19.66,26.12,20210929
TO,35.54,22.62,28.63,20210929
AC,33.98,21.88,25.96,20210930
AL,29.71,21.93,25.21,20210930
AM,33.81,22.14,26.09,20210930
AP,36.39,23.71,29.18,20210930
BA,34.39,19.37,26.61,20210930
CE,34.48,23.72,28.2,20210930
DF,31.9,17.36,23.91,20210930
ES,28.37,21.54,24.42,20210930
GO,35.1,20.83,27.36,20210930
MA,33.75,22.91,27.14,20210930
MG,33.88,19.36,25.76,20210930
MS,38.28,23.42,30.0,20210930
MT,35.95,22.8,28.48,20210930
PA,34.47,22.25,27.33,20210930
PB,31.88,21.47,26.78,20210930
PE,32.39,21.69,26.18,20210930
PI,36.2,22.49,28.88,20210930
PR,27.04,17.44,21.45,20210930
RJ,26.05,19.71,22.8,20210930
RN,32.76,23.08,27.66,20210930
RO,34.41,22.63,27.09,20210930
RR,34.18,21.6,26.13,20210930
RS,23.83,14.46,18.55,20210930
SC,19.85,14.51,17.78,20210930
SE,30.36,22.31,25.87,20210930
SP,31.89,18.6,24.37,20210930
TO,34.87,22.76,28.35,20210930
AC,35.45,22.08,27.51,20211001
AL,29.7,22.43,25.68,20211001
AM,33.18,22.44,26.61,20211001
AP,36.92,24.47,29.67,20211001
BA,34.66,21.03,27.34,20211001
CE,34.37,23.75,28.29,20211001
DF,31.86,20.38,25.72,20211001
ES,30.57,20.88,24.54,20211001
GO,35.57,22.07,28.25,20211001
MA,32.27,22.45,26.71,20211001
MG,34.84,20.7,26.87,20211001
MS,38.15,25.75,31.12,20211001
MT,35.89,23.0,28.85,20211001
PA,33.43,22.68,27.29,20211001
PB,32.29,22.33,27.34,20211001
PE,32.63,22.29,27.07,20211001
PI,36.14,23.0,28.94,20211001
PR,21.61,16.63,18.38,20211001
RJ,26.7,19.42,22.35,20211001
RN,32.75,23.5,27.83,20211001
RO,35.08,22.78,27.17,20211001
RR,32.38,23.07,26.6,20211001
RS,22.69,16.28,18.75,20211001
SC,21.06,15.18,17.45,20211001
SE,30.76,22.86,26.04,20211001
SP,31.12,18.54,23.69,20211001
TO,34.42,21.11,26.33,20211001
AC,34.54,22.17,27.1,20211002
AL,30.15,22.21,25.82,20211002
AM,33.74,22.5,26.39,20211002
AP,36.34,24.27,29.97,20211002
BA,34.73,21.32,27.73,20211002
CE,34.63,23.16,28.44,20211002
DF,27.67,17.38,22.09,20211002
ES,33.19,21.8,26.42,20211002
GO,32.16,20.23,25.07,20211002
MA,32.42,22.06,26.2,20211002
MG,33.42,19.89,25.68,20211002
MS,32.62,21.99,25.85,20211002
MT,35.72,23.17,28.19,20211002
PA,31.56,22.57,26.3,20211002
PB,32.68,22.06,27.62,20211002
PE,32.69,22.05,27.03,20211002
PI,37.07,23.19,29.04,20211002
PR,19.92,15.4,17.31,20211002
RJ,30.09,20.59,24.35,20211002
RN,33.12,23.29,28.25,20211002
RO,35.57,22.4,27.08,20211002
RR,33.21,23.01,26.68,20211002
RS,24.43,12.19,17.84,20211002
SC,20.77,14.51,17.93,20211002
SE,31.04,22.96,26.33,20211002
SP,25.45,17.57,20.76,20211002
TO,33.42,21.98,25.94,20211002
AC,35.37,22.68,27.4,20211003
AL,30.16,22.34,26.3,20211003
AM,33.72,22.71,26.61,20211003
AP,36.46,24.61,29.9,20211003
BA,34.95,20.66,27.32,20211003
CE,35.23,23.15,28.26,20211003
DF,32.03,16.81,23.69,20211003
ES,31.9,22.36,26.37,20211003
GO,34.46,20.09,26.34,20211003
MA,34.65,22.76,27.6,20211003
MG,34.36,20.03,26.07,20211003
MS,36.13,23.38,28.54,20211003
MT,35.15,22.28,27.7,20211003
PA,33.69,22.06,26.35,20211003
PB,31.99,21.54,26.46,20211003
PE,32.42,21.71,26.86,20211003
PI,37.61,22.64,29.77,20211003
PR,18.6,16.46,17.28,20211003
RJ,31.82,20.34,24.7,20211003
RN,33.2,23.37,27.66,20211003
RO,35.35,22.83,28.1,20211003
RR,33.67,23.47,27.6,20211003
RS,21.29,14.75,17.79,20211003
SC,19.39,15.57,16.93,20211003
SE,30.96,23.09,26.57,20211003
SP,30.88,18.43,23.31,20211003
TO,34.74,21.12,26.44,20211003
AC,34.79,22.97,26.9,20211004
AL,30.4,21.97,25.76,20211004
AM,33.99,23.02,27.07,20211004
AP,35.7,23.27,29.32,20211004
BA,35.19,20.38,27.32,20211004
CE,34.99,22.43,28.45,20211004
DF,33.58,19.59,25.36,20211004
ES,32.01,23.31,26.75,20211004
GO,35.46,21.32,27.5,20211004
MA,35.39,22.36,28.42,20211004
MG,34.83,20.58,26.81,20211004
MS,30.02,21.47,25.71,20211004
MT,35.35,23.37,28.16,20211004
PA,34.39,22.72,27.57,20211004
PB,32.36,21.04,27.26,20211004
PE,32.34,21.51,26.86,20211004
PI,38.27,22.16,30.29,20211004
PR,21.03,16.38,18.02,20211004
RJ,30.46,20.84,24.36,20211004
RN,33.02,22.75,28.08,20211004
RO,35.5,23.32,28.11,20211004
RR,34.03,23.87,27.91,20211004
RS,19.19,10.49,14.9,20211004
SC,19.13,14.91,16.35,20211004
SE,30.91,22.59,26.56,20211004
SP,28.11,18.08,21.76,20211004
TO,34.53,22.54,27.6,20211004
AC,27.18,22.5,24.81,20211005
AL,30.47,20.32,25.29,20211005
AM,32.1,23.42,26.93,20211005
AP,35.06,23.41,29.0,20211005
BA,35.37,19.64,26.98,20211005
CE,35.3,22.74,28.37,20211005
DF,34.09,19.07,25.9,20211005
ES,30.71,22.2,26.29,20211005
GO,35.19,21.08,27.0,20211005
MA,35.37,22.75,28.47,20211005
MG,34.32,20.05,26.41,20211005
MS,33.62,19.66,24.81,20211005
MT,32.84,22.27,26.47,20211005
PA,34.32,23.18,27.94,20211005
PB,32.73,20.84,26.81,20211005
PE,33.13,20.5,26.51,20211005
PI,38.31,22.65,30.04,20211005
PR,25.15,14.75,19.11,20211005
RJ,24.06,20.85,22.46,20211005
RN,33.04,22.56,27.73,20211005
RO,27.93,23.08,25.68,20211005
RR,34.52,23.32,28.26,20211005
RS,22.18,7.55,13.89,20211005
SC,20.75,11.07,14.8,20211005
SE,31.08,21.36,25.94,20211005
SP,28.14,18.47,22.44,20211005
TO,36.03,21.98,27.58,20211005
AC,30.12,21.72,24.42,20211006
AL,30.28,21.41,25.88,20211006
AM,32.45,23.15,26.81,20211006
AP,36.81,23.91,29.57,20211006
BA,34.64,20.23,27.0,20211006
CE,35.63,23.4,28.76,20211006
DF,33.6,18.99,26.45,20211006
ES,26.08,21.91,24.13,20211006
GO,36.6,22.54,28.64,20211006
MA,35.53,23.0,29.06,20211006
MG,32.73,21.55,26.66,20211006
MS,36.81,22.9,28.64,20211006
MT,36.01,22.75,27.53,20211006
PA,34.69,22.83,28.16,20211006
PB,33.14,21.29,27.06,20211006
PE,32.87,21.13,26.8,20211006
